acpr,unch_prpr,optn_shrn_iscd,optn_prpr,optn_prdy_vrss,prdy_vrss_sign,optn_prdy_ctrt,optn_bidp,optn_askp,tmvl_val,nmix_sdpr,acml_vol,seln_rsqn,shnu_rsqn,acml_tr_pbmn,hts_otst_stpl_qty,otst_stpl_qty_icdc,delta_val,gama,vega,theta,rho,hts_ints_vltl,invl_val,esdg,dprt,hist_vltl,hts_thpr,optn_oprc,optn_hgpr,optn_lwpr,optn_mxpr,optn_llam,atm_cls_name,rgbf_vrss_icdc,total_askp_rsqn,total_bidp_rsqn,futs_antc_cnpr,futs_antc_cntg_vrss,antc_cntg_vrss_sign,antc_cntg_prdy_ctrt,code,trade_date,collection_time
330.0,2464.48,201W07330,40.65,0.0,3,0.0,10.1,72.7,-5.89,40.65,0,6,6,0,24,0,0.9661,0.0027,0.0874,-0.0516,0.3031,0.0,46.54,-5.94,-12.75,23.6987,46.59,0.0,0.0,0.0,72.75,10.05,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
327.5,2445.81,201W07327,42.95,0.0,3,0.0,12.6,74.85,-6.09,42.95,0,6,6,0,18,0,0.9732,0.0022,0.072,-0.0464,0.3034,0.0,49.04,-6.05,-12.35,23.6987,49.0,0.0,0.0,0.0,74.9,12.55,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
325.0,2427.14,201W07325,45.25,0.0,3,0.0,15.05,77.0,-6.29,45.25,0,6,6,0,19,0,0.9791,0.0018,0.0585,-0.0418,0.3031,0.0,51.54,-6.17,-12.0,23.6987,51.42,0.0,0.0,0.0,77.05,15.0,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
322.5,2408.47,201W07322,47.65,0.0,3,0.0,17.55,79.15,-6.39,47.65,0,6,6,0,13,0,0.9838,0.0015,0.047,-0.0378,0.3025,0.0,54.04,-6.21,-11.53,23.6987,53.86,0.0,0.0,0.0,79.2,17.5,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
320.0,2389.8,201W07320,50.0,0.0,3,0.0,20.05,81.4,-6.54,50.0,0,6,6,0,9,0,0.9876,0.0012,0.0372,-0.0345,0.3015,0.0,56.54,-6.31,-11.21,23.6987,56.31,0.0,0.0,0.0,81.45,20.0,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
317.5,2371.13,201W07317,52.4,0.0,3,0.0,22.55,83.7,-6.64,52.4,0,6,6,0,2,0,0.9907,0.0009,0.0291,-0.0316,0.3003,0.0,59.04,-6.37,-10.84,23.6987,58.77,0.0,0.0,0.0,83.75,22.5,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
315.0,2352.46,201W07315,54.8,0.0,3,0.0,25.05,86.0,-6.74,54.8,0,6,6,0,6,0,0.9931,0.0007,0.0225,-0.0293,0.2988,0.0,61.54,-6.44,-10.52,23.6987,61.24,0.0,0.0,0.0,86.05,25.0,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
312.5,2333.79,201W07312,57.25,0.0,3,0.0,27.55,88.25,-6.79,57.25,0,6,6,0,1,0,0.9949,0.0005,0.0171,-0.0273,0.2971,0.0,64.04,-6.47,-10.15,23.6987,63.72,0.0,0.0,0.0,88.3,27.5,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
310.0,2315.12,201W07310,59.7,0.0,3,0.0,35.1,90.55,-6.84,59.7,0,6,2,0,4,0,0.9963,0.0004,0.0128,-0.0257,0.2952,0.0,66.54,-6.5,-9.82,23.6987,66.2,0.0,0.0,0.0,90.6,30.0,ITM,0,6,3,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
307.5,2296.45,201W07307,62.15,0.0,3,0.0,32.55,92.85,-6.89,62.15,0,6,6,0,0,0,0.9974,0.0003,0.0095,-0.0245,0.2932,0.0,69.04,-6.53,-9.51,23.6987,68.68,0.0,0.0,0.0,92.9,32.5,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
305.0,2277.78,201W07305,64.65,0.0,3,0.0,35.0,95.2,-6.89,64.65,0,6,6,0,10,0,0.9981,0.0002,0.0069,-0.0234,0.2911,0.0,71.54,-6.52,-9.16,23.6987,71.17,0.0,0.0,0.0,95.25,34.95,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
302.5,2259.11,201W07302,67.1,0.0,3,0.0,37.5,97.6,-6.94,67.1,0,6,6,0,279,0,0.9987,0.0002,0.005,-0.0226,0.2889,0.0,74.04,-6.56,-8.91,23.6987,73.66,0.0,0.0,0.0,97.65,37.45,ITM,0,6,6,0.0,0.0,0,0.0,202507_call,2025-06-05,19:28:20
